[DEBUG] 2020-02-19 11:55:16.968 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-02-19 11:55:16.971 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-02-19 11:55:16.973 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-02-19 11:55:17.018 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-02-19 11:55:17.022 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-02-19 11:55:17.155 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-02-19 11:55:17.370 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-02-19 11:55:17.381 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-02-19 11:55:17.382 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2020-02-19 11:55:17.392 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2020-02-19 11:55:17.410 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@2f6bcf87
[DEBUG] 2020-02-19 11:55:17.410 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@2f6bcf87
[DEBUG] 2020-02-19 11:55:17.410 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@2f6bcf87
[DEBUG] 2020-02-19 11:55:17.411 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@1e6b9a95
[DEBUG] 2020-02-19 11:55:17.411 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@4cee7fa0
[DEBUG] 2020-02-19 11:55:17.411 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@4e2c95ee
[DEBUG] 2020-02-19 11:55:17.412 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@14faa38c
[DEBUG] 2020-02-19 11:55:17.412 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@14faa38c
[DEBUG] 2020-02-19 11:55:17.412 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@14faa38c
[DEBUG] 2020-02-19 11:55:17.412 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@5baaae4c
[DEBUG] 2020-02-19 11:55:17.412 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@5baaae4c
[DEBUG] 2020-02-19 11:55:17.412 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@5baaae4c
[DEBUG] 2020-02-19 11:55:17.413 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@72ab05ed
[DEBUG] 2020-02-19 11:55:17.413 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@72ab05ed
[DEBUG] 2020-02-19 11:55:17.413 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@72ab05ed
[DEBUG] 2020-02-19 11:55:17.414 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@6b7d1df8
[DEBUG] 2020-02-19 11:55:17.414 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@6b7d1df8
[DEBUG] 2020-02-19 11:55:17.414 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@6b7d1df8
[DEBUG] 2020-02-19 11:55:17.414 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@23eee4b8
[DEBUG] 2020-02-19 11:55:17.414 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@23eee4b8
[DEBUG] 2020-02-19 11:55:17.414 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@23eee4b8
[DEBUG] 2020-02-19 11:55:17.415 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@23cd4ff2
[DEBUG] 2020-02-19 11:55:17.415 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@23cd4ff2
[DEBUG] 2020-02-19 11:55:17.415 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@23cd4ff2
[DEBUG] 2020-02-19 11:55:17.415 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@12477988
[DEBUG] 2020-02-19 11:55:17.415 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@12477988
[DEBUG] 2020-02-19 11:55:17.415 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@12477988
[DEBUG] 2020-02-19 11:55:17.416 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@22101c80
[DEBUG] 2020-02-19 11:55:17.416 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@22101c80
[DEBUG] 2020-02-19 11:55:17.416 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@267bbe1a
[DEBUG] 2020-02-19 11:55:17.416 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@267bbe1a
[DEBUG] 2020-02-19 11:55:17.417 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@60f2e0bd
[DEBUG] 2020-02-19 11:55:17.417 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@60f2e0bd
[DEBUG] 2020-02-19 11:55:17.417 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@203dd56b
[DEBUG] 2020-02-19 11:55:17.418 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@1d3e6d34
[DEBUG] 2020-02-19 11:55:17.418 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@4303b7f0
[DEBUG] 2020-02-19 11:55:17.418 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@4303b7f0
[DEBUG] 2020-02-19 11:55:17.418 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@1450078a
[DEBUG] 2020-02-19 11:55:17.419 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@1450078a
[DEBUG] 2020-02-19 11:55:17.421 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@5eccd3b9
[DEBUG] 2020-02-19 11:55:17.421 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@5eccd3b9
[DEBUG] 2020-02-19 11:55:17.422 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@7ed9ae94
[DEBUG] 2020-02-19 11:55:17.422 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@7ed9ae94
[DEBUG] 2020-02-19 11:55:17.423 [main] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@4b6ac111
[DEBUG] 2020-02-19 11:55:17.423 [main] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@4b6ac111
[DEBUG] 2020-02-19 11:55:17.423 [main] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@5491f68b
[DEBUG] 2020-02-19 11:55:17.423 [main] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@5491f68b
[DEBUG] 2020-02-19 11:55:17.424 [main] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@54dcbb9f
[DEBUG] 2020-02-19 11:55:17.424 [main] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@54dcbb9f
[DEBUG] 2020-02-19 11:55:17.425 [main] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@5f78de22
[DEBUG] 2020-02-19 11:55:17.425 [main] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@5f78de22
[DEBUG] 2020-02-19 11:55:17.425 [main] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@bcb09a6
[DEBUG] 2020-02-19 11:55:17.425 [main] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@bcb09a6
[DEBUG] 2020-02-19 11:55:17.426 [main] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@378bd86d
[DEBUG] 2020-02-19 11:55:17.426 [main] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@378bd86d
[DEBUG] 2020-02-19 11:55:17.427 [main] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@7c2327fa
[DEBUG] 2020-02-19 11:55:17.427 [main] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@7c2327fa
[DEBUG] 2020-02-19 11:55:17.427 [main] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@726a6b94
[DEBUG] 2020-02-19 11:55:17.428 [main] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@726a6b94
[DEBUG] 2020-02-19 11:55:17.428 [main] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@726a6b94
[DEBUG] 2020-02-19 11:55:17.428 [main] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@1ee29c84
[DEBUG] 2020-02-19 11:55:17.429 [main] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@d02f8d
[DEBUG] 2020-02-19 11:55:17.429 [main] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@d02f8d
[DEBUG] 2020-02-19 11:55:17.429 [main] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@d02f8d
[DEBUG] 2020-02-19 11:55:17.429 [main] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@45f24169
[DEBUG] 2020-02-19 11:55:17.430 [main] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@13d186db
[DEBUG] 2020-02-19 11:55:17.430 [main] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@13d186db
[DEBUG] 2020-02-19 11:55:17.431 [main] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@7b60c3e
[DEBUG] 2020-02-19 11:55:17.431 [main] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@7b60c3e
[DEBUG] 2020-02-19 11:55:17.431 [main] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@2adddc06
[DEBUG] 2020-02-19 11:55:17.431 [main] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@2adddc06
[DEBUG] 2020-02-19 11:55:17.431 [main] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@6a714237
[DEBUG] 2020-02-19 11:55:17.432 [main] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@6a714237
[DEBUG] 2020-02-19 11:55:17.432 [main] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@35c09b94
[DEBUG] 2020-02-19 11:55:17.432 [main] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@35c09b94
[DEBUG] 2020-02-19 11:55:17.432 [main] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@4a699efa
[DEBUG] 2020-02-19 11:55:17.433 [main] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@42f22995
[DEBUG] 2020-02-19 11:55:17.433 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@42f22995
[DEBUG] 2020-02-19 11:55:17.433 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@42f22995
